from,to,amount,miner,mined_amount
1NmombJqagqGRsexABTzPrBGsUy3ByHmTg,1Jst7ScTCeLVVRasF4512z7xFEMHzKF267,15075,191QUQQMS4CNnGj79BXiRjukTyrfW9kyFX,908
1HrsHXadv8NjoDuw9zEoctMTS6ojEPz2RS,1F3xDi6HynCarvNTSMfX1WRmjuFGSM6UZn,97926,1bgQAJACqPgPKTW1JdctYw7HoXfvynhy7,24190
1bgQAJACqPgPKTW1JdctYw7HoXfvynhy7,1HfeKj6okxT9W7KpkFtGZ5veVYS9pJVa15,494,1LpKTLeRhJzqb1njVUabbHfj5YjLLJiaGy,61
1BunyGETTFLexvLKgz9MBBmw21jyD1pA23,13mbFNJeKAcUSEFt17TyPt4EPS7yb8zxA8,2417,12nMmy8JyvdC6wHLyWHe2MqtWQD19dWVg5,406
1CAzFPK2HjTtjbWunEcayGgCr6sC2Enyx8,1CCnsWkLtSTC6rmjog93NpWqsj3Lw8Dpte,9959,1Jst7ScTCeLVVRasF4512z7xFEMHzKF267,2050
1LpKTLeRhJzqb1njVUabbHfj5YjLLJiaGy,14zTvKSHNrtHtNoMxzjcFKgv952cP51wS3,4257,126FvKLoTipCUC9ezQuQBaD5WETHfrg9a1,211
1BtE6E1Dn8u8d7SmdHMC5nS8xPAc7hYDuY,164umqoJZv4nqPTZZUdt6P8ptfdv8frhQD,2736,1HfeKj6okxT9W7KpkFtGZ5veVYS9pJVa15,219
1NmombJqagqGRsexABTzPrBGsUy3ByHmTg,1L9WUPZehgDPQcDR9fTvM89vaVxKGsBHan,1967,1CCnsWkLtSTC6rmjog93NpWqsj3Lw8Dpte,570
1LpKTLeRhJzqb1njVUabbHfj5YjLLJiaGy,19RL2gsK2XHFBUdaz87roTT6C5AMbHvKR5,226,15qHKbWXt24PGeWmFGGqX1GrzGgwZFDHfL,6
14yek9VuRsZKuKQ18u8qbZVsubhbHA7dtz,1FCMALwX3ShRo6gtLrnymk9G9hbfWyQqWv,136,1DRytcR9i67Vqsa6raT73i1qBUfdvWZjAM,9
1EBmDxYNUozqWbmLK3YFuJeidgC766AoHw,18MW5wfuxV1H2oFGdEBaLQLbPxF7yASrX3,5253,1DwrFDDHkkU8TMQahyn6hGtay63QhZncVe,517
1HfeKj6okxT9W7KpkFtGZ5veVYS9pJVa15,12717PgLULE5rakr2mMMZgrG7SuqYzULZE,15224,164umqoJZv4nqPTZZUdt6P8ptfdv8frhQD,874
12717PgLULE5rakr2mMMZgrG7SuqYzULZE,1Fd4k2UNaE4hu1grX5ZERCQaeJmV9FqEnk,65044,1KXFVBSRFeVEnX6uUgFadZCwqUS15NJ8yt,21473
164umqoJZv4nqPTZZUdt6P8ptfdv8frhQD,1BtE6E1Dn8u8d7SmdHMC5nS8xPAc7hYDuY,7927,1F1gfiAinHQhfupuknrudeZrxw5ZVMocW2,859
1FZtvE448GJyF5MhmN5ivB62pNPgp1b58W,1v75qAzwNxhLAFsCBgrPfRzb1rpcHS7j7,33316,13mbFNJeKAcUSEFt17TyPt4EPS7yb8zxA8,5048
191QUQQMS4CNnGj79BXiRjukTyrfW9kyFX,1Gdu1QJtMyneXZxEarGjvKjrUvsQuhcVce,2330,1HrsHXadv8NjoDuw9zEoctMTS6ojEPz2RS,660
1HfeKj6okxT9W7KpkFtGZ5veVYS9pJVa15,1FZtvE448GJyF5MhmN5ivB62pNPgp1b58W,8647,17hkhmJ657YdP5ce9MA85sx6iun153BmFE,535
1MVL4w2rbt2XmHWjPW2U2zJ8FoySJXAJ62,17s2zeW2HqVYFvKs855gpqbqkicpuSaKLv,103958,1w19bnfrA9ze17oHjGh6hcw2C2fzgPMsB,9074
1BunyGETTFLexvLKgz9MBBmw21jyD1pA23,126FvKLoTipCUC9ezQuQBaD5WETHfrg9a1,5761,1MroLNii6bv59ZfAv9D9K1F8R7rW88qfsj,870
1HUcT2pMbbn3wyUmkYQQUAZSqGqRo8b1Rs,12nMmy8JyvdC6wHLyWHe2MqtWQD19dWVg5,2646,1NTqc6MrAyvkLbWbBSPTFp6aqh51WT2eHa,245
1Bj2kmqKfgsQHqvREFtJCKNbBLj47vgVde,13mbFNJeKAcUSEFt17TyPt4EPS7yb8zxA8,11406,1C2QgtnX8uJjdsB7YBXzLVtSnc8HdiaW1W,73
1Ao9kmjgcv3zmAswtbpXormfmT6wfthBz7,1PuUTUzvLk3mPBYZZizwkkZfRdVcUnK7PY,89116,1Am4idjLCiwwNwPWthGNGTbvTDde4TyHhz,8960
1BtE6E1Dn8u8d7SmdHMC5nS8xPAc7hYDuY,1DwrFDDHkkU8TMQahyn6hGtay63QhZncVe,13701,1LcxVmwpBa25Lx77kehHHgk12HKX6nscN5,1615
1F3xDi6HynCarvNTSMfX1WRmjuFGSM6UZn,19RL2gsK2XHFBUdaz87roTT6C5AMbHvKR5,67084,1DRytcR9i67Vqsa6raT73i1qBUfdvWZjAM,8324
1Ao9kmjgcv3zmAswtbpXormfmT6wfthBz7,1DkLeoqWSgLL1tXiRySZqNyfjbFVh5M7dT,6871,12KtoQP2CSubNWDvLiju4PNE8a8nGDmCKH,40
126FvKLoTipCUC9ezQuQBaD5WETHfrg9a1,1MVL4w2rbt2XmHWjPW2U2zJ8FoySJXAJ62,17401,1PuUTUzvLk3mPBYZZizwkkZfRdVcUnK7PY,613
1HVq1VR2JTRaxaMwNfAzK6WsTvW7c5GcYo,18MW5wfuxV1H2oFGdEBaLQLbPxF7yASrX3,9902,1GMPbV8gFBrWXwmv5QG7o861fNyJMAEjV5,2154
1C2QgtnX8uJjdsB7YBXzLVtSnc8HdiaW1W,1AzSMLb39QtshdUjvY5TxwXCsnMRcuo6Lc,656,1LNTWMNTtFChq3tthtKvwLhUuWMtSxi8Kz,20
19RL2gsK2XHFBUdaz87roTT6C5AMbHvKR5,16oMnN1eAdeGMKEvqZTmXSwUuKi86ZZPvU,42076,19RL2gsK2XHFBUdaz87roTT6C5AMbHvKR5,9147
1AC5E8Gf6Kn2gUZ5z429PuQLmDrrz3hKi9,1JY9x3wJZjUngsAhZC1aKDABeF2AfJA4Yy,5195,14WrivJi92pLxTRnNYA6Bgo4BH9pnk55uA,1445
1AC5E8Gf6Kn2gUZ5z429PuQLmDrrz3hKi9,1GP1BxSFQzBffsr5Ke8WqfpCtm71Zmpign,17123,13mbFNJeKAcUSEFt17TyPt4EPS7yb8zxA8,3060
1PuUTUzvLk3mPBYZZizwkkZfRdVcUnK7PY,1LpKTLeRhJzqb1njVUabbHfj5YjLLJiaGy,58259,1Bj2kmqKfgsQHqvREFtJCKNbBLj47vgVde,9617
1QLFBu69pibsjvm4Hxhb1V78BvEdC9R7nQ,1GMPbV8gFBrWXwmv5QG7o861fNyJMAEjV5,131696,1JSaxNzW2U1uYXDKRB4omuMTwBsa4W7K71,31587
1KnRgBHMwZzzRj7DoNMq66tgbYXpB3wnRb,164umqoJZv4nqPTZZUdt6P8ptfdv8frhQD,8411,1v75qAzwNxhLAFsCBgrPfRzb1rpcHS7j7,967
1KpFNdfRPR33sBcTvG9qv4FWuAnAdnKRye,1QLFBu69pibsjvm4Hxhb1V78BvEdC9R7nQ,53,1CCnsWkLtSTC6rmjog93NpWqsj3Lw8Dpte,10
1Lg8NaH59PjmGXTVpfqekriwE2nRmHsip3,1HfeKj6okxT9W7KpkFtGZ5veVYS9pJVa15,8491,1HLAP4oyhTD1hWVau2eKqQq1EhAiiuS4nB,1121
1Er1HgY2K6QyJUEN6d1hMiiYmQL95KZbyo,1AC5E8Gf6Kn2gUZ5z429PuQLmDrrz3hKi9,5075,1MNZH6qD2NPyqwggJeXpcLic7919qoJqe8,63
1KXFVBSRFeVEnX6uUgFadZCwqUS15NJ8yt,1AHBbPFeC9QEJKdadCf4Z882Z9PoVBnxjh,29107,1LpKTLeRhJzqb1njVUabbHfj5YjLLJiaGy,9564
1CCnsWkLtSTC6rmjog93NpWqsj3Lw8Dpte,1GMPbV8gFBrWXwmv5QG7o861fNyJMAEjV5,38922,1Dt1XYKUwg8q9xYxL21VpUTy11yHfYxQDu,6056
1QLFBu69pibsjvm4Hxhb1V78BvEdC9R7nQ,12KtoQP2CSubNWDvLiju4PNE8a8nGDmCKH,8902,1DM8bnAn7gUsa11YHe1MJCDnRuV5u3jdrU,1596
1F1gfiAinHQhfupuknrudeZrxw5ZVMocW2,1Jst7ScTCeLVVRasF4512z7xFEMHzKF267,59195,1PuUTUzvLk3mPBYZZizwkkZfRdVcUnK7PY,4265
18MW5wfuxV1H2oFGdEBaLQLbPxF7yASrX3,1Df1oTe73Mw7BXDSxHqjA1FLWLuBMhZ1DG,19872,17hkhmJ657YdP5ce9MA85sx6iun153BmFE,4010
1AzSMLb39QtshdUjvY5TxwXCsnMRcuo6Lc,1MroLNii6bv59ZfAv9D9K1F8R7rW88qfsj,2930,19q4TguRMVR4BWRJ6s3F3cDLtj3u8qDwLE,2
1GZpsHrqEt9A6Lo24RMeUSrXko3mt84Q4t,1w19bnfrA9ze17oHjGh6hcw2C2fzgPMsB,1767,1CHRKZSfpDf6KeaZjSkNUHq9473HWYyNwc,7
1DwrFDDHkkU8TMQahyn6hGtay63QhZncVe,1BunyGETTFLexvLKgz9MBBmw21jyD1pA23,30133,1KpFNdfRPR33sBcTvG9qv4FWuAnAdnKRye,6999
1KpFNdfRPR33sBcTvG9qv4FWuAnAdnKRye,1MVL4w2rbt2XmHWjPW2U2zJ8FoySJXAJ62,1756,1Lg8NaH59PjmGXTVpfqekriwE2nRmHsip3,144
1LcxVmwpBa25Lx77kehHHgk12HKX6nscN5,1Bj2kmqKfgsQHqvREFtJCKNbBLj47vgVde,3779,12nMmy8JyvdC6wHLyWHe2MqtWQD19dWVg5,1188
1MroLNii6bv59ZfAv9D9K1F8R7rW88qfsj,12717PgLULE5rakr2mMMZgrG7SuqYzULZE,31265,14WrivJi92pLxTRnNYA6Bgo4BH9pnk55uA,3781
1HLAP4oyhTD1hWVau2eKqQq1EhAiiuS4nB,1Fd4k2UNaE4hu1grX5ZERCQaeJmV9FqEnk,4640,14WrivJi92pLxTRnNYA6Bgo4BH9pnk55uA,406
1w19bnfrA9ze17oHjGh6hcw2C2fzgPMsB,1Dt1XYKUwg8q9xYxL21VpUTy11yHfYxQDu,3185,17cZi6pbLynaqtLSvUHxSBMvSYJa3RMdbd,650
1AHBbPFeC9QEJKdadCf4Z882Z9PoVBnxjh,1GMPbV8gFBrWXwmv5QG7o861fNyJMAEjV5,39260,1HVq1VR2JTRaxaMwNfAzK6WsTvW7c5GcYo,1964
1Er1HgY2K6QyJUEN6d1hMiiYmQL95KZbyo,1EAC4NGfjvtsPMfoFfEmKAj1swBoFNaZGG,1061,1FZtvE448GJyF5MhmN5ivB62pNPgp1b58W,66
1KAXC26wA2MAqGC75hDkCeE8p4W6xiwHdt,1Df1oTe73Mw7BXDSxHqjA1FLWLuBMhZ1DG,58581,1KGWCycGbKxyByfYNv6W7f9RWswYgDMGBS,10517
12717PgLULE5rakr2mMMZgrG7SuqYzULZE,1DwrFDDHkkU8TMQahyn6hGtay63QhZncVe,24558,12nMmy8JyvdC6wHLyWHe2MqtWQD19dWVg5,264
1Er1HgY2K6QyJUEN6d1hMiiYmQL95KZbyo,1Dt1XYKUwg8q9xYxL21VpUTy11yHfYxQDu,40,19itDtcEVfFvRGFqFBu9YJfwVMbsLNRcCn,12
1KAXC26wA2MAqGC75hDkCeE8p4W6xiwHdt,1JjTNeMwCEdtbq2uu9Q7ohV5iMG1CMWxy,3023,1w19bnfrA9ze17oHjGh6hcw2C2fzgPMsB,989
1F1gfiAinHQhfupuknrudeZrxw5ZVMocW2,1LxtJDsMFsT7GCVfXye1RX3Gne7v51KWGg,24533,1NVv5TMh3RcDHwzbiL6Qa57jKaKFPmSWvu,3578
1BTagrcapEX9Fkiidb1MCB9Z37YaNZLAaF,1GZpsHrqEt9A6Lo24RMeUSrXko3mt84Q4t,22,14zTvKSHNrtHtNoMxzjcFKgv952cP51wS3,1
1Er1HgY2K6QyJUEN6d1hMiiYmQL95KZbyo,1DkLeoqWSgLL1tXiRySZqNyfjbFVh5M7dT,54,1F1gfiAinHQhfupuknrudeZrxw5ZVMocW2,2
19DJUdkYStgkhnZz9fnCDf6rHVydBN5Wek,1LxtJDsMFsT7GCVfXye1RX3Gne7v51KWGg,208,19itDtcEVfFvRGFqFBu9YJfwVMbsLNRcCn,35
1HLAP4oyhTD1hWVau2eKqQq1EhAiiuS4nB,1AzSMLb39QtshdUjvY5TxwXCsnMRcuo6Lc,334,12nMmy8JyvdC6wHLyWHe2MqtWQD19dWVg5,67
1PuUTUzvLk3mPBYZZizwkkZfRdVcUnK7PY,18EeJMjmAaUqgyVW2gCDrBN9bS82qBGHUS,52019,1FZtvE448GJyF5MhmN5ivB62pNPgp1b58W,14268
13mbFNJeKAcUSEFt17TyPt4EPS7yb8zxA8,1bgQAJACqPgPKTW1JdctYw7HoXfvynhy7,79608,19itDtcEVfFvRGFqFBu9YJfwVMbsLNRcCn,12372
1Gdu1QJtMyneXZxEarGjvKjrUvsQuhcVce,1JjTNeMwCEdtbq2uu9Q7ohV5iMG1CMWxy,129,19yewcFu7XjV6v9pAuBbfUmZiebbyYEP8Q,2
18EeJMjmAaUqgyVW2gCDrBN9bS82qBGHUS,1Dt1XYKUwg8q9xYxL21VpUTy11yHfYxQDu,53300,1ESwpqVm51sicsMQH3C7VQqatGuXzQ12s4,14990
18EeJMjmAaUqgyVW2gCDrBN9bS82qBGHUS,1HUcT2pMbbn3wyUmkYQQUAZSqGqRo8b1Rs,775,1HVq1VR2JTRaxaMwNfAzK6WsTvW7c5GcYo,189
1BtE6E1Dn8u8d7SmdHMC5nS8xPAc7hYDuY,1AC5E8Gf6Kn2gUZ5z429PuQLmDrrz3hKi9,1660,1AHBbPFeC9QEJKdadCf4Z882Z9PoVBnxjh,166
1HrsHXadv8NjoDuw9zEoctMTS6ojEPz2RS,14zTvKSHNrtHtNoMxzjcFKgv952cP51wS3,23164,1BunyGETTFLexvLKgz9MBBmw21jyD1pA23,280
1Jst7ScTCeLVVRasF4512z7xFEMHzKF267,1KGWCycGbKxyByfYNv6W7f9RWswYgDMGBS,96588,1AHBbPFeC9QEJKdadCf4Z882Z9PoVBnxjh,31863
1FZtvE448GJyF5MhmN5ivB62pNPgp1b58W,19DJUdkYStgkhnZz9fnCDf6rHVydBN5Wek,8193,17s2zeW2HqVYFvKs855gpqbqkicpuSaKLv,2049
1AzSMLb39QtshdUjvY5TxwXCsnMRcuo6Lc,14WrivJi92pLxTRnNYA6Bgo4BH9pnk55uA,69,1Gdu1QJtMyneXZxEarGjvKjrUvsQuhcVce,18
1LxtJDsMFsT7GCVfXye1RX3Gne7v51KWGg,18MW5wfuxV1H2oFGdEBaLQLbPxF7yASrX3,23686,1HrsHXadv8NjoDuw9zEoctMTS6ojEPz2RS,2682
1FZtvE448GJyF5MhmN5ivB62pNPgp1b58W,16oMnN1eAdeGMKEvqZTmXSwUuKi86ZZPvU,19918,1w19bnfrA9ze17oHjGh6hcw2C2fzgPMsB,1417
17i6Y2533pJ3ezfAL5Dh6JVry8xWTxKifz,19yewcFu7XjV6v9pAuBbfUmZiebbyYEP8Q,2888,1Er1HgY2K6QyJUEN6d1hMiiYmQL95KZbyo,521
1LcxVmwpBa25Lx77kehHHgk12HKX6nscN5,1CFmhH9MQecm3SxjRVv58rTcLSS9RyYRau,1312,1PuUTUzvLk3mPBYZZizwkkZfRdVcUnK7PY,239
1QLFBu69pibsjvm4Hxhb1V78BvEdC9R7nQ,1F1gfiAinHQhfupuknrudeZrxw5ZVMocW2,621,1HfeKj6okxT9W7KpkFtGZ5veVYS9pJVa15,11
17cZi6pbLynaqtLSvUHxSBMvSYJa3RMdbd,19a5wU37AZJBgdfiLVHrHwCWvr46BUCvmn,236,1CHRKZSfpDf6KeaZjSkNUHq9473HWYyNwc,67
1F1gfiAinHQhfupuknrudeZrxw5ZVMocW2,19RL2gsK2XHFBUdaz87roTT6C5AMbHvKR5,14095,1LcxVmwpBa25Lx77kehHHgk12HKX6nscN5,2497
1KCyDcUGgXsSqgLXafzr7JaSihfHNnuvdN,1LxtJDsMFsT7GCVfXye1RX3Gne7v51KWGg,12355,1DwrFDDHkkU8TMQahyn6hGtay63QhZncVe,416
1Fd4k2UNaE4hu1grX5ZERCQaeJmV9FqEnk,18EeJMjmAaUqgyVW2gCDrBN9bS82qBGHUS,23338,1H5fFNDN896FFHuEm5piZb47aR7t5sSfXi,120
1CFmhH9MQecm3SxjRVv58rTcLSS9RyYRau,191QUQQMS4CNnGj79BXiRjukTyrfW9kyFX,11926,19yewcFu7XjV6v9pAuBbfUmZiebbyYEP8Q,2780
1Er1HgY2K6QyJUEN6d1hMiiYmQL95KZbyo,14zTvKSHNrtHtNoMxzjcFKgv952cP51wS3,614,19a5wU37AZJBgdfiLVHrHwCWvr46BUCvmn,103
164umqoJZv4nqPTZZUdt6P8ptfdv8frhQD,14WrivJi92pLxTRnNYA6Bgo4BH9pnk55uA,2344,19itDtcEVfFvRGFqFBu9YJfwVMbsLNRcCn,188
19DJUdkYStgkhnZz9fnCDf6rHVydBN5Wek,1BTagrcapEX9Fkiidb1MCB9Z37YaNZLAaF,5001,1HVq1VR2JTRaxaMwNfAzK6WsTvW7c5GcYo,1455
1bgQAJACqPgPKTW1JdctYw7HoXfvynhy7,1KGWCycGbKxyByfYNv6W7f9RWswYgDMGBS,19240,17s2zeW2HqVYFvKs855gpqbqkicpuSaKLv,2436
19DJUdkYStgkhnZz9fnCDf6rHVydBN5Wek,17s2zeW2HqVYFvKs855gpqbqkicpuSaKLv,2174,1PZhUgGxgPPZ67i8foFU8DerjxWJGGKGSE,632
1QLFBu69pibsjvm4Hxhb1V78BvEdC9R7nQ,1LNTWMNTtFChq3tthtKvwLhUuWMtSxi8Kz,4423,1KGWCycGbKxyByfYNv6W7f9RWswYgDMGBS,985
1AC5E8Gf6Kn2gUZ5z429PuQLmDrrz3hKi9,1Ao9kmjgcv3zmAswtbpXormfmT6wfthBz7,465,19q4TguRMVR4BWRJ6s3F3cDLtj3u8qDwLE,140
1MVL4w2rbt2XmHWjPW2U2zJ8FoySJXAJ62,191QUQQMS4CNnGj79BXiRjukTyrfW9kyFX,1530,17cZi6pbLynaqtLSvUHxSBMvSYJa3RMdbd,232
1H5fFNDN896FFHuEm5piZb47aR7t5sSfXi,1CFmhH9MQecm3SxjRVv58rTcLSS9RyYRau,37640,1AHBbPFeC9QEJKdadCf4Z882Z9PoVBnxjh,9925
1AHBbPFeC9QEJKdadCf4Z882Z9PoVBnxjh,1GMPbV8gFBrWXwmv5QG7o861fNyJMAEjV5,8443,1GP1BxSFQzBffsr5Ke8WqfpCtm71Zmpign,1568
18MW5wfuxV1H2oFGdEBaLQLbPxF7yASrX3,1HrsHXadv8NjoDuw9zEoctMTS6ojEPz2RS,23102,126FvKLoTipCUC9ezQuQBaD5WETHfrg9a1,1289
18EeJMjmAaUqgyVW2gCDrBN9bS82qBGHUS,19yewcFu7XjV6v9pAuBbfUmZiebbyYEP8Q,19327,16oMnN1eAdeGMKEvqZTmXSwUuKi86ZZPvU,319
1Dt1XYKUwg8q9xYxL21VpUTy11yHfYxQDu,1L9WUPZehgDPQcDR9fTvM89vaVxKGsBHan,862,19RL2gsK2XHFBUdaz87roTT6C5AMbHvKR5,173
1AzSMLb39QtshdUjvY5TxwXCsnMRcuo6Lc,14yek9VuRsZKuKQ18u8qbZVsubhbHA7dtz,1401,191QUQQMS4CNnGj79BXiRjukTyrfW9kyFX,463
1HLAP4oyhTD1hWVau2eKqQq1EhAiiuS4nB,1KXFVBSRFeVEnX6uUgFadZCwqUS15NJ8yt,39,19a5wU37AZJBgdfiLVHrHwCWvr46BUCvmn,6
164umqoJZv4nqPTZZUdt6P8ptfdv8frhQD,12AqMUKo2h9w9T34BKsx4uokpDpYqJMXz9,8520,1CHRKZSfpDf6KeaZjSkNUHq9473HWYyNwc,1772
1GZpsHrqEt9A6Lo24RMeUSrXko3mt84Q4t,1HUcT2pMbbn3wyUmkYQQUAZSqGqRo8b1Rs,1221,14WrivJi92pLxTRnNYA6Bgo4BH9pnk55uA,141
1LxcLFdbXaSJtbqgC7zbgNCwKARX38tPws,126FvKLoTipCUC9ezQuQBaD5WETHfrg9a1,472,191F93kVmDroKD9UwAvNoEXp4u8cRGnoru,80
1AC5E8Gf6Kn2gUZ5z429PuQLmDrrz3hKi9,1LpKTLeRhJzqb1njVUabbHfj5YjLLJiaGy,427,1DwrFDDHkkU8TMQahyn6hGtay63QhZncVe,90
1MroLNii6bv59ZfAv9D9K1F8R7rW88qfsj,17s2zeW2HqVYFvKs855gpqbqkicpuSaKLv,7044,1DRytcR9i67Vqsa6raT73i1qBUfdvWZjAM,112
14WrivJi92pLxTRnNYA6Bgo4BH9pnk55uA,19a5wU37AZJBgdfiLVHrHwCWvr46BUCvmn,741,1HLAP4oyhTD1hWVau2eKqQq1EhAiiuS4nB,83
19a5wU37AZJBgdfiLVHrHwCWvr46BUCvmn,17cZi6pbLynaqtLSvUHxSBMvSYJa3RMdbd,2831,1L9WUPZehgDPQcDR9fTvM89vaVxKGsBHan,264
1NVv5TMh3RcDHwzbiL6Qa57jKaKFPmSWvu,14gwBM7uZQ3izxBM7bJWW8dNFy5xteqAor,2457,1KXFVBSRFeVEnX6uUgFadZCwqUS15NJ8yt,51
17s2zeW2HqVYFvKs855gpqbqkicpuSaKLv,1BtE6E1Dn8u8d7SmdHMC5nS8xPAc7hYDuY,91315,14yek9VuRsZKuKQ18u8qbZVsubhbHA7dtz,20813
1KGWCycGbKxyByfYNv6W7f9RWswYgDMGBS,19yewcFu7XjV6v9pAuBbfUmZiebbyYEP8Q,24867,1HUcT2pMbbn3wyUmkYQQUAZSqGqRo8b1Rs,4263
1JY9x3wJZjUngsAhZC1aKDABeF2AfJA4Yy,17s2zeW2HqVYFvKs855gpqbqkicpuSaKLv,2347,14WrivJi92pLxTRnNYA6Bgo4BH9pnk55uA,161
1GZpsHrqEt9A6Lo24RMeUSrXko3mt84Q4t,1H5fFNDN896FFHuEm5piZb47aR7t5sSfXi,103,1KAXC26wA2MAqGC75hDkCeE8p4W6xiwHdt,6
1BTagrcapEX9Fkiidb1MCB9Z37YaNZLAaF,1H5fFNDN896FFHuEm5piZb47aR7t5sSfXi,1361,16oMnN1eAdeGMKEvqZTmXSwUuKi86ZZPvU,127
191QUQQMS4CNnGj79BXiRjukTyrfW9kyFX,16oMnN1eAdeGMKEvqZTmXSwUuKi86ZZPvU,21045,1Am4idjLCiwwNwPWthGNGTbvTDde4TyHhz,4155
12AqMUKo2h9w9T34BKsx4uokpDpYqJMXz9,1JjTNeMwCEdtbq2uu9Q7ohV5iMG1CMWxy,14652,1PZhUgGxgPPZ67i8foFU8DerjxWJGGKGSE,1561
19yewcFu7XjV6v9pAuBbfUmZiebbyYEP8Q,14zTvKSHNrtHtNoMxzjcFKgv952cP51wS3,19274,12nMmy8JyvdC6wHLyWHe2MqtWQD19dWVg5,3633
13mbFNJeKAcUSEFt17TyPt4EPS7yb8zxA8,1KGWCycGbKxyByfYNv6W7f9RWswYgDMGBS,28046,1NTqc6MrAyvkLbWbBSPTFp6aqh51WT2eHa,86
1bgQAJACqPgPKTW1JdctYw7HoXfvynhy7,1KGWCycGbKxyByfYNv6W7f9RWswYgDMGBS,27929,1DBzTHJBE4rMUkRJGU2Yyaep1B5verMsEs,8170
12AqMUKo2h9w9T34BKsx4uokpDpYqJMXz9,14yek9VuRsZKuKQ18u8qbZVsubhbHA7dtz,2658,1KXFVBSRFeVEnX6uUgFadZCwqUS15NJ8yt,816
1ESwpqVm51sicsMQH3C7VQqatGuXzQ12s4,1AHBbPFeC9QEJKdadCf4Z882Z9PoVBnxjh,23653,1KAXC26wA2MAqGC75hDkCeE8p4W6xiwHdt,2326
1DBzTHJBE4rMUkRJGU2Yyaep1B5verMsEs,1AzSMLb39QtshdUjvY5TxwXCsnMRcuo6Lc,12901,1F1gfiAinHQhfupuknrudeZrxw5ZVMocW2,4155
1v75qAzwNxhLAFsCBgrPfRzb1rpcHS7j7,1L9WUPZehgDPQcDR9fTvM89vaVxKGsBHan,4827,19yewcFu7XjV6v9pAuBbfUmZiebbyYEP8Q,607
12AqMUKo2h9w9T34BKsx4uokpDpYqJMXz9,1LxtJDsMFsT7GCVfXye1RX3Gne7v51KWGg,3598,19q4TguRMVR4BWRJ6s3F3cDLtj3u8qDwLE,1087
17hkhmJ657YdP5ce9MA85sx6iun153BmFE,13mbFNJeKAcUSEFt17TyPt4EPS7yb8zxA8,1820,1ESwpqVm51sicsMQH3C7VQqatGuXzQ12s4,318
14WrivJi92pLxTRnNYA6Bgo4BH9pnk55uA,1GP1BxSFQzBffsr5Ke8WqfpCtm71Zmpign,364,1PZhUgGxgPPZ67i8foFU8DerjxWJGGKGSE,99
1w19bnfrA9ze17oHjGh6hcw2C2fzgPMsB,19yewcFu7XjV6v9pAuBbfUmZiebbyYEP8Q,9256,14yek9VuRsZKuKQ18u8qbZVsubhbHA7dtz,2626
18MW5wfuxV1H2oFGdEBaLQLbPxF7yASrX3,19a5wU37AZJBgdfiLVHrHwCWvr46BUCvmn,1187,1Fd4k2UNaE4hu1grX5ZERCQaeJmV9FqEnk,172
1F1gfiAinHQhfupuknrudeZrxw5ZVMocW2,1F1gfiAinHQhfupuknrudeZrxw5ZVMocW2,3436,1w19bnfrA9ze17oHjGh6hcw2C2fzgPMsB,320
1PuUTUzvLk3mPBYZZizwkkZfRdVcUnK7PY,1AzSMLb39QtshdUjvY5TxwXCsnMRcuo6Lc,7687,18MW5wfuxV1H2oFGdEBaLQLbPxF7yASrX3,2264
12717PgLULE5rakr2mMMZgrG7SuqYzULZE,1AzSMLb39QtshdUjvY5TxwXCsnMRcuo6Lc,76053,1KGWCycGbKxyByfYNv6W7f9RWswYgDMGBS,8623
1MroLNii6bv59ZfAv9D9K1F8R7rW88qfsj,12717PgLULE5rakr2mMMZgrG7SuqYzULZE,3891,1Fd4k2UNaE4hu1grX5ZERCQaeJmV9FqEnk,61
1ESwpqVm51sicsMQH3C7VQqatGuXzQ12s4,1Er1HgY2K6QyJUEN6d1hMiiYmQL95KZbyo,3122,1GZpsHrqEt9A6Lo24RMeUSrXko3mt84Q4t,2
1NmombJqagqGRsexABTzPrBGsUy3ByHmTg,1AHBbPFeC9QEJKdadCf4Z882Z9PoVBnxjh,38264,12AqMUKo2h9w9T34BKsx4uokpDpYqJMXz9,2756
12KtoQP2CSubNWDvLiju4PNE8a8nGDmCKH,19DJUdkYStgkhnZz9fnCDf6rHVydBN5Wek,17408,17s2zeW2HqVYFvKs855gpqbqkicpuSaKLv,4813
19itDtcEVfFvRGFqFBu9YJfwVMbsLNRcCn,1Dt1XYKUwg8q9xYxL21VpUTy11yHfYxQDu,5248,18EeJMjmAaUqgyVW2gCDrBN9bS82qBGHUS,17
126FvKLoTipCUC9ezQuQBaD5WETHfrg9a1,1KpFNdfRPR33sBcTvG9qv4FWuAnAdnKRye,3899,1Er1HgY2K6QyJUEN6d1hMiiYmQL95KZbyo,234
12nMmy8JyvdC6wHLyWHe2MqtWQD19dWVg5,19oaPJcitCeFuUVxKUdyL8FRtqnMVQ2jGm,5703,1CAzFPK2HjTtjbWunEcayGgCr6sC2Enyx8,205
13mbFNJeKAcUSEFt17TyPt4EPS7yb8zxA8,1LxtJDsMFsT7GCVfXye1RX3Gne7v51KWGg,17909,14zTvKSHNrtHtNoMxzjcFKgv952cP51wS3,4423
1Gdu1QJtMyneXZxEarGjvKjrUvsQuhcVce,1KGWCycGbKxyByfYNv6W7f9RWswYgDMGBS,983,15qHKbWXt24PGeWmFGGqX1GrzGgwZFDHfL,161
